location,season,temp_max_mean,temp_max_median,temp_max_std,temp_max_95p,temp_max_above_30_pct,temp_max_above_35_pct,temp_min_mean,temp_min_median,temp_min_std,temp_min_5p,temp_min_below_10_pct,temp_min_below_5_pct,temp_range_mean,temp_range_median,temp_range_std,temp_range_above_10_pct,temp_range_above_15_pct,temp_range_above_20_pct,gdd_total,gdd_mean_daily,rh_max_mean,rh_max_std,rh_min_mean,rh_min_std,rh_range_mean,rh_range_std,high_humidity_pct,low_humidity_pct,vpd_upper_mean,vpd_lower_mean,vpd_middle_mean,vpd_stressed_pct,vpd_recovery_risk_pct,total_rainfall,rainfall_mean,rainy_days_pct,heavy_rain_days_pct,max_consecutive_no_rain_days,rain_intensity_index,thi_mean,thi_std,thi_95p,thi_5p,thi_mild_pct,thi_moderate_pct,wind_speed_mean,wind_speed_std,calm_days_pct,S_SE_pct,N_NW_pct,W_NW_pct,S_SW_pct,N_NE_pct
Bogura,2021S1,27.183567374785515,26.8,4.028706613516872,33.0,0.22916666666666666,0.010416666666666666,16.14577251335351,15.7,4.2076202837053405,10.65,0.010416666666666666,0.0,11.037794861432006,12.15,3.1030161228875732,0.6875,0.020833333333333332,0.0,1119.8083146306733,11.664669944069514,92.91255158075155,4.650571594461822,50.666344990181244,15.777593235259532,42.24620659057031,13.88163223059662,0.96875,0.020833333333333332,1.8707382452154946,0.13796812079586088,1.0043531830056778,0.6979166666666666,0.0,48.0,0.5,0.020833333333333332,0.010416666666666666,93,24.0,68.88942412073813,5.842099727661615,79.9013125,59.6635,0.23958333333333334,0.052083333333333336,1.8437307564958945,1.1325498644338043,0.677,0.13541666666666666,0.8645833333333334,0.0,0.0,0.0
Bogura,2021S2,31.41816056576031,31.9,3.9968794781682093,36.555,0.6666666666666666,0.18888888888888888,19.289380341880342,20.4,4.723055099210171,10.67,0.03333333333333333,0.0,12.128780223879966,12.85,2.3163819144200364,0.8111111111111111,0.07777777777777778,0.0,1381.8393408438294,15.353770453820326,84.92403782151857,8.366929788144246,37.472880856083584,12.691643793968078,47.45115696543498,11.796939053407801,0.5777777777777777,0.3333333333333333,2.977061268899341,0.3678609569961588,1.6724611129477498,0.9111111111111111,0.06666666666666667,20.0,0.2222222222222222,0.044444444444444446,0.0,139,5.0,73.27580782573857,5.9468642716340785,81.15870000000001,61.287924999999994,0.5333333333333333,0.08888888888888889,2.8656869369369367,1.528860422942162,0.333,0.03333333333333333,0.5222222222222223,0.4444444444444444,0.0,0.0
Bogura,2021S3,33.19278350515464,33.5,2.225573307350658,36.13999999999999,0.9175257731958762,0.1958762886597938,25.7319587628866,26.0,1.8857219214265024,21.8,0.0,0.0,7.460824742268041,7.299999999999997,2.2865347098571327,0.1134020618556701,0.0,0.0,1887.85,19.462371134020618,91.8659793814433,4.647196435261139,64.29896907216495,12.587332379265941,27.567010309278352,10.178518245647348,0.9484536082474226,0.0,1.8823341621087386,0.27076157203158024,1.0765478670701594,0.7010309278350515,0.010309278350515464,963.0,9.927835051546392,0.5773195876288659,0.1958762886597938,8,17.196428571428573,81.67744329896907,2.4889246220195687,84.7064,76.91040000000001,0.21649484536082475,0.7835051546391752,3.9804123711340207,2.0710624877532533,0.134,0.0,0.0,0.35051546391752575,0.6494845360824743,0.0
Bogura,2021S4,33.36479141375124,33.55,1.8657921877738934,36.0,0.9390243902439024,0.17073170731707318,26.369609201773837,26.5,0.8145217543380644,25.0,0.0,0.0,6.995182211977406,7.1,1.8022284384642238,0.036585365853658534,0.0,0.0,1629.1104252365283,19.86720030776254,92.99546900607346,3.389617760648307,65.51029055098088,9.515368517885396,27.48517845509257,8.558966565577611,0.9634146341463414,0.0,1.818585201837005,0.24140872662839757,1.0299969642327012,0.7317073170731707,0.0,671.5,8.189024390243903,0.524390243902439,0.15853658536585366,5,15.616279069767442,82.50654341718436,1.325026928598791,84.45255,80.08385,0.036585365853658534,0.9634146341463414,3.4503560599353724,2.300725705482561,0.232,0.0,0.0,0.0,1.0,0.0
Bogura,2022S1,27.667708333333334,27.5,3.217861165814358,32.4,0.3020833333333333,0.0,16.148958333333333,15.5,3.600672299553506,11.475,0.010416666666666666,0.010416666666666666,11.518749999999999,11.7,2.410560646733234,0.7708333333333334,0.020833333333333332,0.010416666666666666,1143.2,11.908333333333333,90.96875,5.314237332021656,48.625,9.76486720744053,42.34375,9.496623361129888,0.8541666666666666,0.0,1.9599066932638551,0.172245013321759,1.066075853292807,0.7708333333333334,0.0,24.0,0.25,0.052083333333333336,0.0,45,4.8,69.11969791666667,4.722403367810855,77.68712500000001,63.152375,0.3541666666666667,0.0,1.8979166666666665,1.5148374355488943,0.656,0.0,0.4375,0.0,0.09375,0.46875
Bogura,2022S2,30.449679012345676,32.3,4.736925981628714,36.0,0.6111111111111112,0.08888888888888889,19.07,19.25,5.497179051849223,10.2,0.03333333333333333,0.0,11.379679012345678,11.45,2.868017117694596,0.6444444444444445,0.07777777777777778,0.0,1328.3855555555556,14.75983950617284,88.80508351488744,5.231701692016313,47.567320962702354,15.705921185540248,41.23776255218508,13.861207147278884,0.8333333333333334,0.15555555555555556,2.336408269912679,0.2609228207979578,1.2986655453553184,0.8666666666666667,0.011111111111111112,144.0,1.6,0.08888888888888889,0.03333333333333333,53,18.0,73.3534010677559,7.678432743762333,83.42280000000001,61.1597375,0.23333333333333334,0.32222222222222224,3.1228840443819346,2.4022525572551925,0.333,0.0,1.0,0.0,0.0,0.0
Bogura,2022S3,33.64366889962175,34.0,1.971905334982165,36.29257142857143,0.9484536082474226,0.20618556701030927,25.707664721717812,26.2,2.2837450333415807,21.971542013081052,0.0,0.0,7.936004177903942,7.899999999999999,2.4943018284589447,0.15463917525773196,0.020618556701030927,0.0,1908.539680634969,19.675666810669785,91.17525773195877,3.6286197711111807,64.6082474226804,9.714204270284364,26.567010309278352,8.211916159478815,0.9175257731958762,0.0,1.8846342496414121,0.29392448971268387,1.089279369677048,0.7319587628865979,0.0,869.0,8.958762886597938,0.422680412371134,0.14432989690721648,12,21.195121951219512,81.99533454990434,2.499515506849221,84.929,77.22800000000001,0.16494845360824742,0.8350515463917526,2.6608247422680416,1.4094588723034014,0.34,0.0,0.41237113402061853,0.0,0.5876288659793815,0.0
Bogura,2022S4,33.28966400336417,33.5,1.650454447443138,35.394999999999996,0.9634146341463414,0.08536585365853659,26.28240548780488,26.5,1.3205306316538739,24.0,0.0,0.0,7.007258515559294,6.997599137931031,1.7602458540426047,0.07317073170731707,0.0,0.0,1622.454849137931,19.786034745584523,92.44935138689623,4.074571357798983,64.82045731707318,9.407036169541884,27.62889406982305,7.928502929601175,0.9146341463414634,0.0,1.837669365826448,0.2595502936470065,1.0486098297367275,0.7317073170731707,0.0,573.0,6.987804878048781,0.45121951219512196,0.08536585365853659,8,15.486486486486486,82.28893589806837,1.6459767962021266,84.359025,79.22965,0.0975609756097561,0.9024390243902439,2.842819778696126,1.762479465165149,0.329,0.0,0.0,0.07317073170731707,0.926829268292683,0.0
Cumilla,2021S1,28.274560283597285,28.1,3.0060365703591705,33.425,0.3229166666666667,0.0,16.40313583056778,15.45,4.529671033476251,10.575,0.0,0.0,11.871424453029503,12.399999999999999,3.385700047724141,0.75,0.15625,0.0,1184.5294134799233,12.338848057082535,97.30592971842971,2.499857220624787,48.70807022706552,13.105593593551728,48.5978594913642,13.338812425876997,0.9895833333333334,0.010416666666666666,1.9953543810409886,0.054941775390162845,1.0251480782155757,0.84375,0.0,188.0,1.9583333333333333,0.0625,0.03125,65,31.333333333333332,70.14158225995489,5.527182286209672,80.08531249999999,63.2226875,0.23958333333333334,0.07291666666666667,1.423915638754589,1.010772475527393,0.844,0.13541666666666666,0.8645833333333334,0.0,0.0,0.0
Cumilla,2021S2,31.74011121855382,32.35558916977483,3.4172152340580038,36.0,0.7555555555555555,0.12222222222222222,18.993743425378042,20.3,5.171153205814636,10.635,0.044444444444444446,0.011111111111111112,12.74636779317578,13.299999999999997,3.6910837937510186,0.7111111111111111,0.28888888888888886,0.011111111111111112,1383.0234589769339,15.366927321965932,95.26160667709964,3.1059178139189303,42.904502219687295,13.148644217443003,52.35710445741234,13.26939659718889,0.9888888888888889,0.18888888888888888,2.7272482711046626,0.1152940539304102,1.4212711625175363,0.9111111111111111,0.0,4.0,0.044444444444444446,0.022222222222222223,0.0,145,2.0,74.3113954761248,6.099202200672314,81.53825,62.5005875,0.4666666666666667,0.2,2.595731244881245,2.151521723643304,0.5,0.03333333333333333,0.5222222222222223,0.4444444444444444,0.0,0.0
Cumilla,2021S3,32.985154639175256,33.2,2.4693964821903953,36.839999999999996,0.8556701030927835,0.20618556701030927,25.4020618556701,25.7,1.4419300853834836,22.66,0.0,0.0,7.583092783505156,7.100000000000001,2.763689171207853,0.23711340206185566,0.0,0.0,1861.78,19.19360824742268,94.61855670103093,3.264210276394943,65.10309278350516,12.820462595725031,29.515463917525775,12.101233926462019,0.979381443298969,0.0,1.8396775293514849,0.17399222166458647,1.0068348755080356,0.6288659793814433,0.0,872.0,8.989690721649485,0.6288659793814433,0.13402061855670103,12,14.295081967213115,81.51370463917526,2.0045621214635316,84.1731,77.9872,0.25773195876288657,0.7422680412371134,3.575257731958763,1.570697226276376,0.134,0.0,0.0,0.35051546391752575,0.6494845360824743,0.0
Cumilla,2021S4,32.749609130706695,33.349999999999994,3.7433600421330393,35.59,0.926829268292683,0.10975609756097561,25.968677430988386,26.0,0.8023000624068289,24.8,0.0,0.0,6.780931699718303,7.300000000000001,3.7889034650129867,0.024390243902439025,0.0,0.0,1587.4497490294982,19.35914328084754,95.38398004434589,2.712839024848736,69.07926829268293,7.858104848096235,26.304711751662968,7.6523620041786184,0.975609756097561,0.0,1.5890218972672716,0.15551860365271378,0.8722702504599927,0.573170731707317,0.0,1016.0,12.390243902439025,0.6829268292682927,0.2073170731707317,4,18.142857142857142,82.14648573226236,2.979367929571429,84.71361249999998,80.00378749999999,0.04878048780487805,0.9390243902439024,2.4709627620523698,1.2637200744959003,0.402,0.0,0.0,0.0,1.0,0.0
Cumilla,2022S1,28.180208333333336,27.9,2.891534642316998,32.275000000000006,0.3333333333333333,0.0,16.941666666666666,16.55,3.5223696170757295,12.775,0.0,0.0,11.238541666666665,12.0,3.263074746040246,0.6770833333333334,0.08333333333333333,0.0,1205.85,12.5609375,97.16666666666667,2.958188160510155,52.1875,13.823939951745793,44.979166666666664,14.382722944499962,0.9895833333333334,0.0,1.8784533409769473,0.06023846197750798,0.9693459014772275,0.7604166666666666,0.0,206.0,2.1458333333333335,0.10416666666666667,0.020833333333333332,33,20.6,70.5464375,4.3573621951818655,78.798,64.85481250000001,0.3333333333333333,0.020833333333333332,1.70625,1.0777962408739905,0.656,0.0,0.4375,0.0,0.09375,0.46875
Cumilla,2022S2,29.79603007014772,32.0,5.318642832512815,34.2,0.6333333333333333,0.022222222222222223,18.753218201754386,18.45,5.058036967160258,11.135,0.0,0.0,11.042811868393331,12.04400991165697,5.079246748111015,0.6111111111111112,0.2222222222222222,0.0,1284.7161722355947,14.274624135951052,96.42222222222222,2.7923562511270803,47.7615292712067,15.441672978711997,48.66069295101553,16.385347701141836,1.0,0.1,2.224763389000766,0.08734760167392086,1.1560554953373434,0.8888888888888888,0.0,88.0,0.9777777777777777,0.12222222222222222,0.011111111111111112,34,8.0,73.11186240383185,7.28485946629024,82.24340000000001,62.127525000000006,0.32222222222222224,0.26666666666666666,2.9688842055241724,2.129071300138198,0.4,0.0,1.0,0.0,0.0,0.0
Cumilla,2022S3,32.87008865358242,33.0,1.7661397710351963,35.26,0.8969072164948454,0.061855670103092786,25.700770682139456,25.8,1.8699271247664448,22.94,0.0,0.0,7.169317971442965,7.31870653737845,2.2247097290475164,0.07216494845360824,0.0,0.0,1870.686677782511,19.28542966786094,95.30927835051547,2.157162607562053,69.08247422680412,9.232720462992821,26.22680412371134,8.985526735904216,1.0,0.0,1.5821200743998973,0.15624879758318047,0.8691844359915389,0.5360824742268041,0.0,674.0,6.948453608247423,0.5463917525773195,0.1134020618556701,7,12.716981132075471,82.03063048144267,2.1112223562925747,84.69445,78.8264,0.14432989690721648,0.8556701030927835,3.0855670103092785,1.6743773526001668,0.216,0.0,0.41237113402061853,0.0,0.5876288659793815,0.0
Cumilla,2022S4,33.43839932325877,33.650000000000006,1.7092665215724192,35.894999999999996,0.9512195121951219,0.10975609756097561,25.61991701388043,25.5,1.0382122363487485,23.904999999999998,0.0,0.0,7.818482309378341,7.850000000000001,1.784510374076169,0.07317073170731707,0.0,0.0,1601.3909698227071,19.529158168569598,96.14664634146341,2.160781759376248,67.21406223717409,8.847580874452067,28.93258410428932,8.902086469952648,1.0,0.0,1.7268868252680978,0.12681253384774693,0.9268496795579223,0.6951219512195121,0.0,467.0,5.695121951219512,0.5365853658536586,0.0975609756097561,7,10.613636363636363,82.35380113632964,1.5441025215855866,84.508975,79.8816375,0.06097560975609756,0.9390243902439024,2.1194780880777344,1.4132386775355372,0.524,0.0,0.0,0.07317073170731707,0.926829268292683,0.0
Mymensingh,2021S1,26.89435169472098,26.988322030791792,3.7572049923089303,33.0,0.23958333333333334,0.0,15.852739047756645,15.0,4.4519576110246195,10.8,0.03125,0.0,11.041612646964337,11.4,3.7471479236170953,0.59375,0.09375,0.010416666666666666,1091.860355638926,11.373545371238812,97.90892134485885,1.8222610800050922,56.62276652364176,15.846994433175507,41.28615482121709,15.195571956410122,1.0,0.010416666666666666,1.6109318551563314,0.040308369502699844,0.8256201123295156,0.625,0.0,71.6,0.7458333333333332,0.0625,0.020833333333333332,64,11.933333333333332,68.88787018564973,5.849821671281693,80.233125,61.406,0.21875,0.0625,1.2622872914892784,1.3808738667139084,0.896,0.13541666666666666,0.8645833333333334,0.0,0.0,0.0
Mymensingh,2021S2,30.291802684467413,31.339546135193416,4.527514506494592,34.865,0.5888888888888889,0.044444444444444446,18.859539206805696,19.7864694339341,4.044176042217062,12.1,0.022222222222222223,0.0,11.432263477661717,11.816910045280068,3.660329670760553,0.7555555555555555,0.06666666666666667,0.0,1311.81038510729,14.575670945636555,95.05453690067091,4.4575468106323,48.31545712379045,11.592125221250155,46.739079776880466,12.498348078358744,0.9555555555555556,0.03333333333333333,2.302188722836104,0.11714372433373318,1.2096662235849187,0.8555555555555555,0.0,48.0,0.5333333333333333,0.07777777777777778,0.0,66,6.857142857142857,73.33847598074598,5.9507662404728405,80.57402499999999,62.3906875,0.5888888888888889,0.06666666666666667,3.152534401990924,2.0614931081163017,0.4,0.03333333333333333,0.5222222222222223,0.4444444444444444,0.0,0.0
Mymensingh,2021S3,32.78659793814433,33.0,2.2202960043829827,36.0,0.8865979381443299,0.13402061855670103,25.710309278350515,26.0,1.8151839057472507,22.4,0.0,0.0,7.076288659793814,6.699999999999999,2.5712664355282664,0.14432989690721648,0.0,0.0,1867.1,19.24845360824742,94.11340206185567,4.212769003922759,66.81443298969072,11.366370258452505,27.298969072164947,10.427492656088685,0.9690721649484536,0.010309278350515464,1.7100422881007065,0.19609042908630508,0.9530663585935059,0.6391752577319587,0.010309278350515464,1071.0,11.041237113402062,0.6597938144329897,0.2268041237113402,11,16.734375,81.70492783505155,2.323440490347428,84.89455000000001,77.7305,0.26804123711340205,0.7319587628865979,4.58659793814433,2.504314147042866,0.165,0.0,0.0,0.35051546391752575,0.6494845360824743,0.0
Mymensingh,2021S4,33.03416309479777,33.2,1.874142182550144,35.695,0.9512195121951219,0.17073170731707318,26.438364745011086,26.5,0.9157945481502796,24.62,0.0,0.0,6.595798349786677,6.600000000000001,1.8882547970334982,0.036585365853658534,0.0,0.0,1618.373641432163,19.736263919904427,95.37170101564237,3.3238766770922403,69.68583042973287,8.82940496118801,25.68587058590951,9.01772150127673,0.975609756097561,0.0,1.5716733205885416,0.15987511165392077,0.8657742161212312,0.5365853658536586,0.012195121951219513,706.0,8.609756097560975,0.524390243902439,0.13414634146341464,8,16.41860465116279,82.81004571770156,1.4705703690587626,85.363875,80.401375,0.04878048780487805,0.9512195121951219,3.1705561783193814,3.321907515572701,0.402,0.0,0.0,0.0,1.0,0.0
Mymensingh,2022S1,27.74791666666667,27.2,3.264094270009488,33.625,0.23958333333333334,0.03125,16.353125000000002,15.6,3.5716707906583585,12.5,0.0,0.0,11.394791666666668,11.85,2.3936481644317986,0.7083333333333334,0.010416666666666666,0.0,1156.85,12.050520833333332,96.91666666666667,2.666228034100715,51.8125,9.979254797618381,45.104166666666664,10.401901816663564,0.9895833333333334,0.0,1.8401102755584082,0.06080150539638485,0.9504558904773965,0.75,0.0,23.0,0.23958333333333334,0.0625,0.0,39,3.8333333333333335,69.72228385416666,4.979036146635184,78.761,64.31875,0.2916666666666667,0.041666666666666664,0.34270833333333334,0.5366062540912327,0.979,0.0,0.4375,0.0,0.09375,0.46875
Mymensingh,2022S2,29.126945631528965,30.5,4.221966794595664,34.555,0.5444444444444444,0.03333333333333333,18.862051767676768,19.7,4.948390894262098,11.245,0.022222222222222223,0.0,10.264893863852198,10.399999999999999,3.0610265504354586,0.5777777777777777,0.022222222222222223,0.0,1259.504882964258,13.994498699602868,93.20097594300492,4.945208809583484,53.35636180398085,15.843321477082457,39.84461413902408,17.35031021560302,0.9333333333333333,0.044444444444444446,1.917845512288419,0.16613157076660967,1.0419885415275143,0.6777777777777778,0.011111111111111112,117.0,1.3,0.08888888888888889,0.011111111111111112,54,14.625,72.71586517428665,6.9318732276563,81.63275,61.6294625,0.43333333333333335,0.14444444444444443,2.368976070667625,2.4482235848572964,0.589,0.0,1.0,0.0,0.0,0.0
Mymensingh,2022S3,31.823253763704795,32.5,3.644901924952046,35.04,0.845360824742268,0.05154639175257732,25.86082474226804,26.3,2.0024753796359422,22.26,0.0,0.0,5.962429021436755,6.4999999999999964,3.7863642906793338,0.041237113402061855,0.0,0.0,1827.6778075396826,18.842039252986417,94.37113402061856,4.785654752375555,69.77319587628865,9.4731035422215,24.5979381443299,9.484263055423302,0.979381443298969,0.0,1.483690026672834,0.19188792261265175,0.8377889746427428,0.5360824742268041,0.020618556701030927,897.0,9.24742268041237,0.5876288659793815,0.15463917525773196,6,15.736842105263158,81.275649440108,3.4829972608694537,84.81298573333333,76.0736,0.21649484536082475,0.7731958762886598,2.147422680412371,2.1146853973811104,0.588,0.0,0.41237113402061853,0.0,0.5876288659793815,0.0
Mymensingh,2022S4,32.880179510828725,33.0,1.814576619559111,35.580000000000005,0.926829268292683,0.08536585365853659,26.141864875224435,26.4,1.183866303157763,24.21,0.0,0.0,6.738314635604287,6.550000000000001,1.8445065946740427,0.036585365853658534,0.0,0.0,1599.9038198281794,19.511022193026577,94.93318267098755,3.4440491734975627,68.95838414634146,9.180816111380302,25.974798524646086,8.500463320705038,0.9512195121951219,0.0,1.5945509325300085,0.17447113029850247,0.8845110314142554,0.5487804878048781,0.0,680.0,8.292682926829269,0.4268292682926829,0.14634146341463414,8,19.428571428571427,82.3498291530461,1.6002954864310492,84.4625625,79.8575375,0.06097560975609756,0.9390243902439024,0.7285975609756097,1.8344372559234357,0.915,0.0,0.0,0.0,1.0,0.0
